ID	Linja	Ikä	Sukupuoli	Asuinpaikka	Työtilanne	Oppiaste	Oppiaineet	MOOC-kokemus	Aika-arvio	Ohjelmointi opetuksessa	Ohjelmointiympäristöt	Python-kokemus	Python-kirjallisuus	Päättelytehtävä1	Päättelytehtävä2	Päättelytehtävä3	Päättelytehtävä4	Päättelytehtävä5	Päättelytehtävä6	Päättelytehtävä7	Päättelytehtävä8	Päättelytehtävä9	Päättelytehtävä10	Päättelytehtävä11
348	ScratchJr	1	1	0	4	1	0	2	1	0	0													
312	ScratchJr	2	1	3	4	1;2;3		2	1	0	4													
757	ScratchJr	2	1	5	0	1;2	1	2	3	0	0													
429	ScratchJr	3	1	0	0	1	0	2	0	0	0													
905	ScratchJr	1	1	0	1	2	2;3;12;14	2	0	2	21													
213	ScratchJr	1	1	0	4	9		2	0	0	0													
222	ScratchJr	2	1	0	1	1;2	0	2	3	0	0													
643	ScratchJr	2	1	15	1	1	0;1	2	0	0	0													
546	ScratchJr	1	1	12	1	0;1;2	1	2	1	0	0													
780	ScratchJr	2	1	0	0	1	0	2	3	5	0													
376	ScratchJr	3	1	0	0	1;2	0	2	0	0	0													
145	ScratchJr	2	1	15	0	1	0	2	0	0	0													
522	ScratchJr	4	1	0	0	1	0	2	0	0	0													
317	ScratchJr	1	1	0	0	1	0	2	0	0	0													
377	ScratchJr	2	1	11	0	3;5	3;6;11	2	3	1;2;3	2;5;8;9;10;14;15;18;24													
815	ScratchJr	3	1	0	0	1;2	0	2	0	0	0													
720	ScratchJr	1	1	9	2	1;2	0;4	2	0	0	21													
764	ScratchJr	3	1	5	0	1;2	0	2	0	0	0													
920	ScratchJr	0	0	8	2	2	0;1	2	3	0	0													
533	ScratchJr	0	0	8	2	1;2	0	2	0	0	0													
395	ScratchJr	2	1	1	0	1	0	2	0	0	0													
670	ScratchJr	3	1	10	1	1	0	2	1	0	0													
178	ScratchJr	1	1	0	0	1	0	2	0	0	0													
86	ScratchJr	2	1	3	0	0		2	0	0	0													
338	ScratchJr	1	1	15	1	0;1;2;9	0	2	1	0	0													
262	ScratchJr	1	1	17	1	1	0	2	3	0	0													
10	ScratchJr	3	1	2	1	0;1	0;9;13	2	0	0														
628	ScratchJr	3	1	0	0	1;2	0	2	0	1	0													
729	ScratchJr	1	1	0	1	1	0	2	0	0	0													
880	ScratchJr	1	1	0	2	1;2	0	2	3	0														
76	ScratchJr	0	0	8	2	1;2;3	0;16	2	3	0	0													
193	ScratchJr	2	1	1	2	1;2;3	0;5;7	2	0	0														
679	ScratchJr	3	0	0	0	2	0	2	1	2	2;8													
493	ScratchJr	4	1	0	1	1	0	2	3	0	0													
507	ScratchJr	1	1	1	1	1	0;2;3;5;9;12;14;16	2	3	5	0													
364	ScratchJr	2	1	0	0	2	0;2;3;5;6;7;9;12;14;16	2	0	2	21													
496	ScratchJr	2	1	15	0	1	0	2	0	2	0													
397	ScratchJr	1	1	0	0	1	0	2	0	0	2													
319	ScratchJr	2	1	1	3	2;3;5;9	0;4	2	1	0	0													
877	ScratchJr	3	1	17	0	1	0	2	3	5	0													
362	ScratchJr	3	1	0	0	1;2	0	2	3	1;2	21													
712	ScratchJr	1	1	0	0	1	0	2	3	1	0													
619	ScratchJr	2	1	11	1	1	0	2	0	0	0													
186	ScratchJr	1	1	6	0	1	0	2	0	0	0													
79	ScratchJr	3	1	10	1	1	0	2	3	0	0													
23	ScratchJr	3	1	0	4	9	0	2	1	0	0													
700	ScratchJr	3	1	15	0	1	0	2	1	0	2													
769	ScratchJr	3	0	0	0	1;2	0	2	0	0	0													
164	ScratchJr	2	1	3	0	1	0	2	0	0	0													
592	ScratchJr	3	1	0	0	1	0	2	0	0	0													
172	ScratchJr	1	1	15	1	1	0;1	2	3	2	12;21													
924	ScratchJr	3	1	0	1	0	0	2	3	0	0													
559	ScratchJr	3	1	0	0	1;2	0	2	3	1;2														
311	ScratchJr	1	1	8	2	2;3;8	1;12	2	1	0	0													
765	ScratchJr	2	1	3	0	1;2	0	2	1	1	0													
421	ScratchJr	3	1	4	0	8	13	2	3	0	0													
196	ScratchJr	3	0	0	4	9		2	0		4													
419	ScratchJr	3	1	0	0	0;1	1	2	1	0	0													
303	ScratchJr	4	0	11	0	1;2;3	11	1	0	1;2	2;21													
54	ScratchJr	4	1	0	4	9		2	0	0	0													
844	ScratchJr	3	1	4	1	1	0	2	0	0	0													
90	ScratchJr	2	1	4	1	1	0;4	2	0	0	0													
17	ScratchJr	3	1	4	1	1	0;14	2	0	0	0													
473	ScratchJr	2	1	4	0	1	0	2	0	5	0													
124	ScratchJr	0	1	8	2	1;2;3	0;12	2	3	0	0													
891	ScratchJr	2	1	5	4	1	0	2	0	0	4;5;10													
556	ScratchJr	1	1	2	0	1	0	2	0	0	0													
492	ScratchJr	2	1	0	0	1	0	2	0	0	0													
675	ScratchJr	2	1	15	1	1;2	0;2;3	2	0	0	0													
526	ScratchJr	2	1	4	0	1	0	2	0	0	5													
369	ScratchJr	1	1	15	1	1	0	1	0	0	0													
290	ScratchJr	2	1	15	1	0	0	2	1	5	0													
355	ScratchJr	3	0	0	0	1	0	2	0	0	2													
906	ScratchJr	3	1	0	0	1	0	2	3	0	9													
888	ScratchJr	3	1	0	0	1;2	0	2	0	0	0													
480	ScratchJr	1	1	11	2	1;2	0	0	0	0	14													
371	ScratchJr	3	1	0	0	1	0	2	0	0	0													
150	ScratchJr	2	1	15	1	1;2	0	2	1	2	9													
192	ScratchJr	1	1	12	0	0		2	0	0	0													
849	ScratchJr	4	0	11	0	1;2	0	2	1	3	14													
399	ScratchJr	1	1	12	0	0		2	0	0														
810	ScratchJr	0	1	17	3	1;2	0	2	0	0	0													
446	ScratchJr	2	1	15	0	1;3	0;11	1	0	1;2	4;9;21													
710	ScratchJr	2	1	15	0	1	0	2	0	0	0													
696	ScratchJr	4	1	1	0	1;9	1	2	1	1	0													
573	ScratchJr	2	1	0	4	0		2	0	0	0													
411	ScratchJr	3	1	0	0	1	0	2	1	0	12													
597	ScratchJr	2	1	0	0	0;1;2;3	1	2	1	0	0													
514	ScratchJr	2	1	0	1	1	0;2;3;4;5;9;11;12;13;14;16	2	0	1;2	0													
363	ScratchJr	3	1	4	2	0;4;9		0	1	0	0													
375	ScratchJr	2	1	0	4	9		2	3	0	0													
552	ScratchJr	2	1	1	0	1	0	2	0	0	0													
784	ScratchJr	2	1	0	0	1	0	2	0	0	0													
599	ScratchJr	1	1	6	4	9		2	0	5	4;5;6;9;10													
808	ScratchJr	1	1	0	2	0		2	0	0	0													
470	ScratchJr	3	1	1	0	1	1	2	0	0	2													
576	ScratchJr	1	1	0	0	1;2	0	2	3	0	0													
487	ScratchJr	2	1	12	0	0	0	2	0	2	0													
759	ScratchJr	3	1	10	0	1;2	0	2	0	0	2;15;21													
176	ScratchJr	3	1	0	0	1	0	2	0	2	21													
138	ScratchJr	3	1	4	0	1;2	0	2	0	0	0													
800	ScratchJr	2	1	2	0	1	0	2	1	0	0													
656	ScratchJr	1	1	0	1	1	0;8	2	1	2	12													
660	ScratchJr	3	1	0	0	2	0	0	3	1	12;21													
339	ScratchJr	1	1	19	1	1;2	0	2	0	0	0													
243	ScratchJr	3	0	0	1	1;2;3	0;11;16	2	3	0	2;5;6;7;10;15;24													
894	ScratchJr	2	2	0	0	9	13	2	0	0	0													
564	ScratchJr	1	1	0	0	1;2	0	1	0	1	21													
519	ScratchJr	1	1	0	1	1	0	2	0	2	21													
639	ScratchJr	2	1	7	0	1;2	1	1	0	0	0													
155	ScratchJr	1	1	1	3	0;1;2;3	0	2	0	0	0													
791	ScratchJr	0	1	0	1	1	0	2	0	1;2	21													
651	ScratchJr	4	0	19	0	5	3	2	1	3	2;5;7;8;9;14;15;24													
456	ScratchJr	1	1	12	0	9		2	0	0	0													
915	ScratchJr	1	0	0	1	0;1;2;3;4;5;6;8	4;11	0	3	0	2;9;18;24													
822	ScratchJr	3	1	13	0	0		2	1	0	0													
686	ScratchJr	2	1	1	2	4	11	0	0	0	2;15;21;24													
871	ScratchJr	1	0	0	2	0	2;3;12;13;14;16	2	3	0	10													
391	ScratchJr	3	1	8	2	0;1;2	0	2	0	0	0													
326	ScratchJr	3	1	0	0	2	0	2	0	0	0													
182	ScratchJr	1	1	4	0	1	0	2	1	5	9;21													
610	ScratchJr	4	1	0	0	1;2;3	0;2;3;5;7;9	2	1	0	0													
318	ScratchJr	1	1	0	1	1;2	0;5	2	1	1	0													
279	ScratchJr	1	1	9	1	0;1;2	0	2	0	1	15													
454	ScratchJr	1	1	0	1	1;2	0	2	0	0														
59	ScratchJr	2	1	5	0	1	0	2	3	5	0													
837	ScratchJr	3	1	0	0	1	1;2;3	2	0	0	0													
805	ScratchJr	2	1	0	0	1	0	2	0	5	2													
910	ScratchJr	3	1	11	0	1	0	2	0	0	0													
566	ScratchJr	2	1	0	1	2;3	1;3;6	2	3	0	9													
81	ScratchJr	2	0	2	4	0;1;2;3;4;5;6;7;8	0;12	1	0	2	2;14;24													
690	ScratchJr	2	1	11	0	0;1;2	0;1;13	2	0	1	3													
218	ScratchJr	1	1	0	0	1	0;1	2	1	0	0													
122	ScratchJr	1	1	0	1	1	0;14	2	0	0	0													
153	ScratchJr	1	1	0	0	1	0;16	2	0	0	0													
273	ScratchJr	1	1	4	1	1	0	2	0	0														
104	ScratchJr	3	1	11	4	0;1;2;3;5	11	0	0	3	10;21													
144	ScratchJr	2	1	15	1	1	0	2	1	0	0;9;10													
772	ScratchJr	3	1	0	0	1	0;2;3;9;12;13;14;16	2	3	0	0													
268	ScratchJr	2	1	12	1	1;2	0	2	0	0	0													
258	ScratchJr	1	1	0	2	0;1;2;3	0	2	0	0	0													
521	ScratchJr	2	1	0	0	1	0	2	0	0	0													
385	ScratchJr	3	1	0	0	1	0;16	2	0	5	0													
773	ScratchJr	1	1	0	4	9		2	0	0	0													
415	ScratchJr	1	1	4	1	1;2	0	2	0	0	0													
407	ScratchJr	3	1	3	0	1;2	0;2;3;4;5;12;13;14;16	2	0	5	10													
788	ScratchJr	1	1	15	0	3	1	0	0	0	4													
469	ScratchJr	1	1	12	0	0		2	0	0	0													
782	ScratchJr	1	1	0	0	1;2	0	2	3	2	12;14;21													
203	ScratchJr	2	0	1	1	1;2;3	0;12;16	2	3	3	2;5													
163	ScratchJr	2	1	4	0	1;2	0	2	0	1	12													
580	ScratchJr	2	1	0	0	1	0	2	0	0	0													
516	ScratchJr	3	1	10	0	2	0	2	0	0;1	21													
665	ScratchJr	4	1	0	0	1	0	2	3	0	0													
604	ScratchJr	0	1	8	2	2	0	2	1	0	0													
836	ScratchJr	3	1	8	0	0		2	3	5	21													
820	ScratchJr	1	1	9	2	1;2	0	1	0	0	21													
716	ScratchJr	2	1	11	0	1;2	0	2	3	0	0													
735	ScratchJr	2	1	12	4	9		2	1	0	0													
167	ScratchJr	2	1	0	0	1	0	2	0	0	0													
229	ScratchJr	2	1	4	0	1;2	0	2	0	0	0													
617	ScratchJr	3	1	0	3		2	0	3	0	0													
257	ScratchJr	0	1	0	2	1;2;3	0;8;16	2	3	0	21													
282	ScratchJr	3	0	0	4	8		2	0	0	24													
431	ScratchJr	4	1	0	4	1;2	0;2;3;5;9;11;12;13;14;16	2	1	0	0													
226	ScratchJr	3	1	11	0	0;1;2	0	2	0	0	0													
24	ScratchJr	4	1	0	0	1	0	2	0	0	0													
442	ScratchJr	3	1	0	0	1	0	2	0	1	21													
866	ScratchJr	0	1	10	2	1;2	0	2	3	0	0													
626	ScratchJr	1	1	4	1	1	0	2	0	1	0													
520	ScratchJr	4	1	15	0	9		2	1	1;2	21;24													
398	ScratchJr	1	1	0	2	0;1;2;3	0;8	2	3	0	0													
588	ScratchJr	2	0	19	0	0;1;2;3;5	0	0	1	3;4	5;9;14;15;18;21;24													
337	ScratchJr	0	1	4	2	0		1	0	0	0													
899	ScratchJr	3	1	15	0	1	1	2	0	0	0													
160	ScratchJr	4	1	11	0	1;2;3	0;1;2;3;5;6;7;8;9;12;13;14;15;16	3	0	1	12													
269	ScratchJr	1	1	4	1	1;2	0	1	3	0	21													
922	ScratchJr	2	1	0	0	1;2	0;1	2	0	2	0													
161	ScratchJr	3	1	0	0	1	0	2	0	0	0													
149	ScratchJr	2	1	5	0	1	0	2	3	0	0													
816	ScratchJr	2	1	1	0	0		2	3	0	2;24													
236	ScratchJr	1	1	14	4	1;2		2	0	0	0													
584	ScratchJr	1	1	1	0	1;2	0	2	0	0	9;19;21													
804	ScratchJr	2	1	4	4	3;5;7	3;6	2	0	0	5													
825	ScratchJr	3	1	0	0	1;2	0	2	3	0	0													
438	ScratchJr	1	1	0	1	1	0	2	0	0	0													
384	ScratchJr	1	1	4	4	1;2	0	0	3	0	21													
457	ScratchJr	2	1	19	4	0		3	0	0	0													
276	ScratchJr	1	1	1	0	1	0	2	0	0	0													
779	ScratchJr	2	1	14	0	1;2	0	2	0	0	21													
595	ScratchJr	1	1	5	0	1;2	0	2	0	0	0													
136	ScratchJr	1	1	0	0	0		2	3	2														
681	ScratchJr	1	1	7	2	1;2;9	0;14	2	3	5	10;19													
175	ScratchJr	4	1	0	0	0		1	0	2	19;21													
106	ScratchJr	2	1	11	0	1;2	0	2	3	0	0													
740	ScratchJr	1	1	0	0	0		2	0	0	0													
97	ScratchJr	2	1	0	4	1;2	0	2	0	0	0													
676	ScratchJr	3	1	0	0	1	0	2	3	5	0													
882	ScratchJr	2	1	0	0	1;2	0	2	0	0	0													
168	ScratchJr	1	1	2	0	1;2	0	2	3	0	0													
613	ScratchJr	4	1	5	4	1;2		2	1		0													
633	ScratchJr	3	1	3	0	1;2	0	2	0	0	0													
62	ScratchJr	3	1	0	0	1	0	2	0	0	0													
534	ScratchJr	0	1	8	2	1;2	0	2	0	0	21													
343	ScratchJr	3	1	0	0	0	1	2	0	1	9;12;21													
69	ScratchJr	2	1	15	0	0;1;2	0;4	2	0	0	0													
133	ScratchJr	0	1	0	1	2	0	2	3	1	12;21													
565	ScratchJr	2	1	15	0	1;2;3	0;1;3;11	0	3	2	4;5;8;9;21													
130	ScratchJr	3	1	11	0	1;2	1	2	1	0	0													
884	ScratchJr	3	1	0	1	2	2;3;4;5;6;7;9;11;14;16	2	3	0	9													
420	ScratchJr	4	1	0	4	9	3	2	1	3	14;15;18;21													
598	ScratchJr	1	1	0	0	1;2	0	2	3	2	12;14;21													
9	ScratchJr	2	1	13	4	4;6	11	2	3		4;5;9;24													
770	ScratchJr	3	1	0	0	1;2	9	2	1	2	21													
331	ScratchJr	2	1	0	0	1	0	2	1	1	10													
549	ScratchJr	1	1	15	2	1;2;3;5	0;3;6	2	3	0	9													
43	ScratchJr	1	1	16	1	1	0	2	0	5	21													
504	ScratchJr	1	1	2	1	1	0	2	3	0	0													
166	ScratchJr	1	1	0	0	0		2	0	0;5	19;21													
444	ScratchJr	1	1	0	0	1;2;3	0;16	2	0	0	0													
254	ScratchJr	1	0	11	2	1;2;3	0;8;12;16	2	1	2	14;21													
433	ScratchJr	2	1	1	0	1;2	0;4;12	2	0	0	0													
658	ScratchJr	2	1	17	0	2	0	0	0	5	21													
901	ScratchJr	2	1	1	0	1;2	0	2	0	1	0													
206	ScratchJr	3	1	6	1	1	0	2	1	0	2													
87	ScratchJr	4	1	0	4	9	3	1	0	3	21													
749	ScratchJr	1	1	0	3	1;2	0	2	0	1	0													
569	ScratchJr	1	1	1	1	1;2	0	2	0	0	0													
205	ScratchJr	0	1	1	2	0;1;2;3	0;3	2	3	0	21													
859	ScratchJr	2	1	9	2	0;1;2	1;2;3;9;12;13;14;16	2	1	0	0													
413	ScratchJr	4	1	0	0	1	0	2	1	0	0													
916	ScratchJr	2	1	15	0	0;1;2	0	2	0	0	14													
52	ScratchJr	1	1	8	1	0;1;2	0;1	2	0	0	0													
159	ScratchJr	4	1	0	0	1	0	3	2	2	10;19;21													
616	ScratchJr	3	1	12	0	1;2;3;9	1;2;3;5;9;10;11;12;14;15;16	2	0	0	0													
758	ScratchJr	1	1	3	0	1	0	2	0	0	0													
30	ScratchJr	1	1	4	1	0;1;2	0;4	2	3	0	0													
562	ScratchJr	2	1	14	0	1	0	2	0	0	0													
89	ScratchJr	2	1	0	4	7	0;13	2	0	0	0													
47	ScratchJr	2	1	5	0	1	0	2	1	0	0													
653	ScratchJr	1	1	11	0	0		2	0	0	0													
907	ScratchJr	1	1	5	1	0;1	0	2	3	0	0													
401	ScratchJr	1	1	0	0			2	0	0	0													
855	ScratchJr	1	1	4	3			2	3	0														
64	ScratchJr	1	1	12	4	0;9		2	3	0	0													
756	ScratchJr	3	1	0	0	1;2	0	2	0	1;2;3	2;4;5;9;10;12;15;21													
494	ScratchJr	2	1	4	1	0;1;2	0	2	3	0	0													
586	ScratchJr	1	1	12	0	0		2	0	0	0													
381	ScratchJr	1	1	9	1	2	0;12	2	0	1	0													
436	ScratchJr	1	1	0	0	1;2	0	2	0	0	21													
184	ScratchJr	2	1	15	0	0	0	2	3	0	0													
140	ScratchJr	2	1	0	0	0		2	0	0	12													
657	ScratchJr	2	1	1	4	0		2	0	0	0													
422	ScratchJr	2	1	0	0	1;2	0	0	1	0	12;21													
807	ScratchJr	0	1	11	2	1;2	0	2	0	0	21													
181	ScratchJr	1	1	12	1	1;2	0	2	0	0	0													
553	ScratchJr	2	1	10	0	1;2	0	0	0	1	21													
596	ScratchJr	3	1	15	0	1	0;12	2	0	0	0													
853	ScratchJr	3	1	11	0	1;2	0	2	0	0	0													
612	ScratchJr	0	1	8	2		0	2	0															
410	ScratchJr	4	1	0	0	1	0	2	3	0	0													
451	ScratchJr	1	1	11	1	1;2	0;1	2	0	5	9;21													
467	ScratchJr	3	1	3	1	1	0	2	0	0	0													
545	ScratchJr	0	1	8	2	1;2;3	0;12	2	3	0	0													
386	ScratchJr	1	1	7	0	1	0	2	0	1;2	21													
570	ScratchJr	3	1	0	0	9		2	0	0	0													
919	Scratch	1	0	12	1	2	0;11;12;16	2	0	1;2	2;5;10													
423	Scratch	3	1	0	0	2	0	2	1	0	0													
18	Scratch	2	1	0	0	2;3	0;5	2	1	0	0													
315	Scratch	2	1	7	1	2	0	2	1	0	0													
593	Scratch	2	1	0	0	3	9	2	0	0	0													
890	Scratch	0	1	15	2	1;2	0	2	1	1	21													
80	Scratch	1	0	5	0	8	11	2	1	0	5;16;18;21													
285	Scratch	1	0	8	2	2	0;1	2	0	0	0													
352	Scratch	3	1	15	0	2	0	2	0	0	0													
27	Scratch	1	0	0	2	2;3	0;3	2	0	2	6;9;10;16;21													
435	Scratch	3	1	15	0	2	0;2	2	3	0	0													
903	Scratch	1	1	10	1	1;2;3	0;3	2	1	1	0													
829	Scratch	1	1	17	1	2	0;12;14	2	0	1	21													
631	Scratch	3	1	15	0	2	0	2	3	0	0													
434	Scratch	0	1	0	1	2	0	2	0	1														
478	Scratch	1	0	12	1	2	0;11;12;16	2	0	1;2	5;21													
726	Scratch	0	0	1	2	1;2	13	2	0	2	10;21													
320	Scratch	0	1	0	1	2	0;2	2	0	1;3	21													
78	Scratch	1	1	4	1	1;2	0	2	0	1	0													
323	Scratch	3	0	0	4	9		0	0	0	2;4;10;15;18;21;24													
339	Scratch	1	1	11	1	1	0	2	0	0	0													
567	Scratch	1	1	15	0	2	0	2	0	2	0													
12	Scratch	2	1	0	2	2	0	2	3	1;2	15;21													
14	Scratch	2	1	0	0	2	1	2	0	0	0													
340	Scratch	2	1	11	1	2	0	2	0	0	0													
689	Scratch	2	1	15	2	2	0;12	2	0	0														
174	Scratch	3	1	8	0	1	0	2	3	0														
125	Scratch	0	1	0	2	9	1	2	1	0	0													
51	Scratch	3	1	0	0	2	0	2	0	1;2	9;10;21													
38	Scratch	1	1	4	1	2	0	2	3	0	0													
397	Scratch	1	1	0	0	1;2	0	2	0	0	2													
28	Scratch	2	1	15	0	3	3;6	2	0	0	4;9													
590	Scratch	2	1	15	4	1;2	0	2	3	5	0													
281	Scratch	1	0	0	1	2	0	2	0	0;1	0													
617	Scratch	3	1	0	3		2	0	3	0	0													
663	Scratch	2	0	9	0	2	0;3;5;6;7;11;12;14	2	0	1	14													
697	Scratch	3	1	1	2	8	4	1	1	0	2;4;8;16;21													
918	Scratch	1	0	4	1	1;2	0	2	0	3	12;21													
193	Scratch	2	1	1	2	1;2;3	0;5;7	2	0	0	0													
505	Scratch	3	1	1	0	3;5	3;6	2	0	2	2;14;15;18													
272	Scratch	1	1	0	4	2		1	3	4	9;12;18;19;21													
848	Scratch	3	0	10	0	2	0	2	0	1	21													
610	Scratch	4	1	1	0	1;2;3	0;2	2	1	0	0													
720	Scratch	1	1	9	2	1;2	0;4	2	0		21													
467	Scratch	3	1	3	1	1	0	2	0	0	0													
510	Scratch	2	0	15	0	3	3;6	2	0	2	5;15													
146	Scratch	2	1	0	0	2;3	1;2;3;4;5;7;8;9;10;11;12;14;16	2	0	0	0													
629	Scratch	3	1	19	0	2;3	4	2	3	0	0													
695	Scratch	3	1	10	0	0;1;2	1	2	1	0	0													
68	Scratch	1	1	4	1	1;2;3	2	2	0	0	0													
730	Scratch	2	1	9	0	2	0	2	1	0	0													
183	Scratch	4	1	4	1	1;2;3	0	2	1	0	0													
16	Scratch	3	1	6	0	1;2	0	2	3	1	0													
362	Scratch	3	1	0	0	1;2	0	2	3	1;2	21													
170	Scratch	0	1	11	4	9	3	2	3	0	5;10;12;18;19;21													
624	Scratch	1	1	11	2	1;2	11	2	1	0	1;6;9;12;14;19;21;24													
831	Scratch	1	0	15	0	1;2;3;5	0;14	2	0	2	10													
484	Scratch	2	1	1	0	2	0	2	0	0	0													
474	Scratch	2	1	0	0	2	0	2	0	1;2	2;15;21													
678	Scratch	3	1	14	0	2;7	0	2	1	0	0													
503	Scratch	2	1	17	0	2	0;13	2	0	5	21													
908	Scratch	4	1	0	1	2	3	2	0	0	0													
128	Scratch	1	0	9	0	2;3	12;13;14	2	0	0	2													
152	Scratch	1	1	0	1	2	0	2	1	0	9;10;18													
754	Scratch	2	1	15	0	2	0	2	0	5	0													
559	Scratch	3	1	0	0	2	0	2	1															
412	Scratch	4	1	5	0	2	0	2	3	0	0													
810	Scratch	0	1	17	3	1;2	0	2	0	0														
841	Scratch	2	1	12	0	2	0	2	3	1	21													
88	Scratch	1	1	15	2	1;2	0	2	1	0	5													
83	Scratch	4	1	4	1	1;2	0;14	1	0	1	9;10;21													
244	Scratch	2	1	15	0	0;2	0	0	0	0	21													
498	Scratch	3	1	0	0	2	0;13	2	1	0	0													
694	Scratch	3	1	0	0	2;3	4;11;14	2	1	0	0													
662	Scratch	3	1	4	0	2	0	2	3	0	0													
554	Scratch	3	1	6	0	2	1	1	0	1	21													
87	Scratch	4	1	0	4	9	3	1	1	3	2;8;21													
935	Scratch	3	1	4	0	3	1	1	0	0	0													
253	Scratch	2	0	15	0	1	0	2	3	4	2;10;14;21													
440	Scratch	1	1	4	0	2	0	2	0	0	0													
869	Scratch	3	1	0	2	1;2;3	1	2	1	0	2;4;5;15;21;24													
748	Scratch	1	1	15	1	2;3	3;6	2	1	0	9													
37	Scratch	1	1	0	1	1;2;3	0;4	0	3	0	10;21													
181	Scratch	1	1	12	1	2	0	2	0	0	0													
761	Scratch	3	1	0	0	1;2	0;4	2	0	0	0													
796	Scratch	2	1	0	0	2	0	2	0	0	0													
727	Scratch	1	1	0	0	2	0	2	0	0	12;21													
933	Scratch	1	1	0	1	1;2	0	2	0	0	0													
214	Scratch	1	1	8	0	2	0	2	0	0	0													
480	Scratch	1	1	11	2	1;2	0	0	0	0	14													
855	Scratch	1	1	4	3			2	0	0	0													
655	Scratch	1	0	0	1	2	0	2	0	1	12;21													
275	Scratch	2	1	15	1	1;2	0	2	1	2	0													
849	Scratch	4	0	11	0	1;2	0	2	1	3	14													
876	Scratch	1	0	0	2	1;2;3	0;1	0	3	0	9													
63	Scratch	0	0	0	2	2	1	0	0	0	10													
418	Scratch	2	0	4	0	2;3	2;3;5;7;11	2	3	2	2;18;21													
701	Scratch	4	1	5	0	2	0	2	0	0	0													
757	Scratch	2	1	5	0	1;2	1	2	3	0	0													
6	Scratch	2	1	13	1	2;7	0	2	0	1	21;23													
874	Scratch	2	0	0	2	0;1;2;3;5;9	14	1	0	2	2;21													
222	Scratch	2	1	0	3	1;2	0;2;3;5;6;7;9;11;12;14	2	3	0	21													
672	Scratch	1	1	9	0	2	0	1	0	5	9;10;15;21													
36	Scratch	2	1	4	0	2	1	2	3	0	0													
350	Scratch	4	1	2	0	3;5	14	2	1	0	0													
515	Scratch	2	1	0	1	2	0	2	1	0	18;21													
306	Scratch	3	1	0	1	2	0;1	0	0	1;2	10													
57	Scratch	0	1	0	2	1;2	0	2	0	0	0													
649	Scratch	3	0	6	4			2	0		2;4;5;7;8;9;15;24													
144	Scratch	2	1	15	1	1;2	0	2	0		21													
446	Scratch	2	1	15	0	1;3	0;11	1	0	1	4;9;21													
372	Scratch	4	0	4	0	2	0	2	0	1;2	2;14													
852	Scratch	2	1	0	0	1;2	0	0	0	0														
357	Scratch	3	1	4	0	2	4	2	3	0	0													
121	Scratch	0	1	11	2	1;2;3	0;16	2	3	0	0													
462	Scratch	1	1	15	0	2	0	2	3	2	21													
599	Scratch	1	1	6	4	9		2	0	5	4;5;6;9;10													
775	Scratch	4	1	2	0	3	3;6	2	1	0	0													
560	Scratch	1	1	0	0	2	0	2	3	0	19;21													
722	Scratch	2	0	0	0	2	0	1	3	1;2	2;9;21;24													
108	Scratch	1	0	0	0	2	0	2	1	3	2;5;10;12;15;19;21													
319	Scratch	2	1	1	3	1;2;3;5;8	0;4	2	3	0	0													
783	Scratch	1	1	12	1	1;2	0;16	2	0	0	21													
529	Scratch	1	1	12	1	1;2	0;16	2	0	0	21													
644	Scratch	1	1	11	1	1;2;3	1	2	0	0	0													
601	Scratch	2	1	3	0	2	0	2	0	0	0													
398	Scratch	1	1	0	2	0;1;2;3	0;8	2	3	0	12													
187	Scratch	2	1	5	0	2	0	1	0	1														
661	Scratch	2	1	9	2		12	2	1	0	0													
582	Scratch	2	1	0	0	2	0	2	0	1	21													
894	Scratch	2	1	0	0	9	13	2	0	0	0													
860	Scratch	2	0	0	0	2	0	2	1	0	2;12;14;24													
572	Scratch	3	1	0	0	2	0;14	2	1	2	21													
99	Scratch	2	1	0	0	2	0	2	0	1	0													
321	Scratch	2	1	10	0	2	0	2	3	0														
868	Scratch	1	0	15	2	1;2;3	0;7	2	1	0	0													
202	Scratch	2	1	7	0	2	0	2	0	0	0													
642	Scratch	1	1	7	1	2	0	2	0	0														
424	Scratch	3	1	15	1	1;2	0	2	3	1	15;21													
366	Scratch	2	1	4	0	2	0	2	0	1	0													
685	Scratch	3	0	4	0	2	0	2	0	1	0													
25	Scratch	2	0	1	0	2	0	2	1	1;2	2;12;21													
744	Scratch	0	1	8	2	1;2	0	2	1	0	0													
258	Scratch	1	1	0	2	0;1;2;3	0	2	0	0	0													
691	Scratch	0	1	8	2	1;2	0	2	1															
305	Scratch	3	0	2	0	1;2	0	2	1	0														
809	Scratch	2	1	4	0	1;2;9	0	0	0	5	10;21													
292	Scratch	1	0	12	0	2;3;5	0;3;11	2	0	1	21													
861	Scratch	1	1	0	1	1	0	2	0	0	0													
636	Scratch	2	1	0	1	1;2;3	1	2	0	0	0													
143	Scratch	2	1	4	0	2;3;5	0;5;6;8	2	0	0	0													
719	Scratch	2	0	4	0	1;2	0	2	1	1	10;12;21													
915	Scratch	1	0	0	1	0;1;2;3;4;5;6;8	4;11	0	3	0	2;9;18;24													
684	Scratch	1	1	17	1	2	0	2	3	1	0													
686	Scratch	2	1	1	2	4	11	0	0	0	2;15;24													
708	Scratch	2	1	4	4	2		2	0	0	0													
210	Scratch	1	0	6	4	2;3		2	0	0														
