ID	Linja	Ikä	Sukupuoli	Asuinpaikka	Työtilanne	Oppiaste	Oppiaineet	MOOC-kokemus	Aika-arvio	Ohjelmointi opetuksessa	Ohjelmointiympäristöt	Python-kokemus	Python-kirjallisuus	Päättelytehtävä1	Päättelytehtävä2	Päättelytehtävä3	Päättelytehtävä4	Päättelytehtävä5	Päättelytehtävä6	Päättelytehtävä7	Päättelytehtävä8	Päättelytehtävä9	Päättelytehtävä10	Päättelytehtävä11
830	Python	2	0	0	0	4	7;11	2	3	0	2;10	1	1	5	0	5	5	2	6	6	4	3	4	5
819	Python	2	1	0	0	3;5	12;15	2	0	0	0	1	1	2	5	5	5	6	6	6	4	4	4	5
721	Python	1	0	3	0	3	3;6	2	0	0	0	1	1	1	3	5	5	2	6	5	4	1	4	2
923	Python	1	1	0	1	3	1;2;3;4;5;6;7;8;9;16	2	1	0	0	1	1	5	5	5	5	6	6	6	4	4	4	5
189	Python	3	1	17	0	3	12	2	0	0	0	1	1	0	3	0	2	2	3	4	0	2	3	4
760	Python	3	1	10	0	7	11	0	0	0	2;9;10;14;15;24	1	1	1	2	5	5	0	6	0	4	2	4	5
742	Python	0	1	8	2	3	15	2	1	0	0	1	1	2	5	5	5	2	1	0	0	2	1	5
878	Python	2	0	1	1	8	11	0	1	1	2;3;4;5;6;9;10;12;13;14;15;16;18;19;20;21;23;24	0	0	1	2	3	4	4	4	5	0	2	2	2
520	Python	4	1	15	0	9		2	1	1	21;24	1	1	2	3	0	0	4	4	5	0	3	4	2
41	Python	1	1	0	2	4	1;10	1	1	0	10;18	1	0	5	1		5	6	6	6	4	4	4	5
705	Python	1	1	19	2	3;5	2	2	3	0	0	1	1	2	5	5	5	6	6	6	4	4	4	5
889	Python	2	0	8	4			1	1		2;9;10;15;18;24	1	0	3	2	3	4	2	4	5	2	4	4	3
489	Python	2	1	1	0	3	3;6;11	0	1	1	9;14;15;21	1	1	1	2	0	5	4	4	4	0	2	4	2
368	Python	2	1	0	4			2	0		9;13;15	1	1	1	2	5	5	4	0	1	0	4	4	2
928	Python	1	1	0	1	3;5	3;6	2	0	0	0	1	1	4	5	0	5	4	6	6	4	4	4	5
785	Python	2	1	3	0	3	1	0	0	0	21	1	1	2	3	5	5	1	6	6	4	2	4	5
177	Python	1	1	0	3	3	5;6	2	3	0	0	1	1	2	4	5	5	0	6	5	0	4	1	5
846	Python	3	0	0	0	2;3	1	2	0	0	2	1	1	2	3	5	5	2	0	3	2	1	1	4
802	Python	1	1	0	1	3	3;6	2	1	0	5;9;10	1	1	2	3	0	1	2	4	5	4	4	4	2
857	Python	3	1	0	0	4	3;11	1	0	3	6;8;9;10;21;24	1	1	1	2	3	4	3	4	5	0	2	4	2
542	Python	1	0	2	1	3;5	3;6	2	1	0	0	1	1	2	2	0	1	4	6	1	0	4	4	5
380	Python	1	1	11	0	2;3	3;6;11	2	3	1	21	1	1	2	3	5	5	2	4	1	4	4	1	5
242	Python	2	0	3	1	3;5	3;6;11	2	1	1	3;6;9;18;21;24	1	1	1	3	2	4	2	4	5	0	3	4	2
804	Python	2	1	4	4	9	3;6;12	2	0	0	5	1	1	1	2	3	4	2	4	5	4	4	1	2
465	Python	1	0	0	0	1;2;3	0;2;3;4;5;11;12;16	2	0	0	4;14	1	1	2	2	1	5	6	6	6	4	4	4	5
652	Python	3	0	0	4	9	11	2	3	2	2;14	1	1	1	2	3	4	2	4	5	0	2	2	2
755	Python	2	1	11	4	3;4;5	3;6	2	1	0	4	1	1	1	2	2	5	2	6	6	4	4	4	4
329	Python	3	0	9	4	9		2	1	0	0;2	1	1	1	5	5	5	6	3	3	4	4	1	5
599	Python	1	1	6	4	9		2	0	0	4;5;6;9;10	1	1	1	0	1	2	0	1	1	0	1	1	2
713	Python	2	1	6	3	3	2	2	3	0	0	1	1	5	5	5	5	6	6	6	4	4	4	5
532	Python	1	0	4	0	3	3;6	2	0	0	2;5;15	1	1	1	2	3	4	4	4	5	0	2	4	2
341	Python	2	1	0	1	2;3;5;8	14	2	3	0		1	1	2	3	1	0	2	6	6	0	4	1	1
354	Python	2	1	4	0	3	3;6	0	1	1;2	9;21	1	1	1	0	3	4	4	4	5	0	4	4	3
677	Python	2	1	0	0	3	3;11	2	0	3	4;9;15;24	1	1	1	2	3	4	4	4	5	0	4	4	2
360	Python	2	1	3	0	3;5	3;6	1	1	0	9	1	1	1	2	3	4	0	0	0	0	2	4	5
383	Python	1	1	1	0	3	3;6;11	0	1	1;3	10;14;17;18;21	1	0	1	2	0	5	4	6	1	0	4	4	2
605	Python	3	0	3	0	3	3;6	2	1	2	2;15	1	1	1	3	5	5	4	4	4	0	4	4	5
797	Python	2	1	2	0	2;3;5	6	0	0	1	15;21	1	1	1	3	0		2	0	1	0	3	4	2
240	Python	2	0	15	0	2	0	2	0	0	0	1	1	1	3	3	4	2	4	5	0	2	0	2
356	Python	3	0	0	0	2;3;8	3;6;11	1	0	1;3;4	2;4;5;6;8;9;10;14;15;16;18;21;24	1	0	1	2	0	1	0	4	5	0	0		2
384	Python	1	1	4	4	1;2	0	0	3	0	21	1	1	5	5	5	5	6	6	6	4	4	4	5
221	Python	1	1	0	4	1;2;3	2;11	2	0	5	5;21	1	1	2	2	5	5	2	6	4	4	3	4	3
42	Python	1	1	15	0	3;5	3;6	2	3	0	9;21	1	1	1	2	0	1	2	3	3	0	4	4	5
591	Python	1	1	2	1	2	0	0	0	0	0	1	1	0	4	2	4	4	6	0	0	1	4	2
750	Python	3	1	9	0	3	3;6;11	2	0	1;2;3	2;9;10;15;21;24	1	1	1	3	0	4	4	4	5	0	4	4	2
671	Python	4	1	4	2	3;5;6;7;9	3;6;11	1	0	1;2;5	4;7;8;9;15;24	1	1	1	3	0	1	0	3	3	4	1	1	2
235	Python	0	1	2	2	3;5;8	3;6;11	2	0	2	5;9;21	1	1	1	3	0	5	2	6	1	0	4	4	2
823	Python	2	1	9	0	3	1	2	3	0	0	1	1	1	3	0	1	4	3	5	4	4	4	4
31	Python	1	1	4	1	3	3;6	2	1	1	5	1	1	2	3	3	4	4	0	1	0	4	4	5
142	Python	2	0	3	0	2;3	4	2	0	0	2	1	1	5	5	5	5	2	0	1	4	4	4	5
217	Python	0	1	17	4	9		2	0		21	1	1	4	3	5	5	0	6	6	4	4	4	5
445	Python	3	1	9	0	3	3;6	0	0	0	15;21	1	1	1	3	0	1	6	6	1	4	4	4	5
85	Python	1	0	10	0	2	0	0	0	3;4	4;21	1	1	2	4	1	4	2	4	4	0	2	2	2
416	Python	3	0	1	0	5	13	1	1	0	2	1	1	3	2	5	5	2	1	0	0	1	3	5
583	Python	1	1	1	0	3	3;6;11	0	1	3	10;14;21	1	1	1	2	0	5	6	4	4	0	4	1	2
584	Python	1	1	1	0	1;2	0;3	2	0	0	9;19;21	1	1	1	2	0	5	2	6	6	0	2	4	2
476	Python	1	1	0	1	3;5	1;9	2	1	0	0	1	1	5	5	5	5	6	6	6	4	4	4	5
2	Python	3	1	1	0	3	3;6	1	0	1	2;14;21	1	1	2	3	1	2	2	0	6	0	1	1	5
34	Python	3	1	15	2	3	11;12;15	2	1	0	9;18	1	0	1	2	3	4	2	4	5	0	4	0	2
211	Python	3	0	0	0	2	0;1;10	0	1	1;2;4	2;5;9;12;14;15;21;24	1	1	1	3	5	5	2	4	5	0	3	4	4
835	Python	3	1	0	0	3	3;6	0	1	2	2	1	1	2	3	0	1	3	5	5	0	4	4	5
594	Python	1	1	16	0	3	3;6;11	2	0	1	21	1	1	2	3	0	5	2	6	1	1	4	4	5
358	Python	3	1	8	0	3	3;11	1	1	3	2;9;10;14;15;21	1	1	1	2	0	5	4	4	5	0	2	1	2
892	Python	3	1	15	0	3	3;6	2	0	3	9;21	1	1	2	2	1	5	2	6	1	0	4	4	5
297	Python	3	0	0	4	9		2	0	0	2;7;15;18	1	1	2	0	0		6	6	6	4	4	4	5
640	Python	2	0	1	0	3;5	2	2	0	0	2;10	1	1	2	0	0	5	2	4	5	0	3	4	1
471	Python	2	1	15	0	4		2	0	0	0	1	1	5	5	5	5	6	6	6	4	4	4	5
299	Python	3	0	0	0	2;3	3;11;12	1	2	1;3	10;21	1	1	2	2	3	0	2	5	5	4	4	3	0
266	Python	1	0	6	1	3	3;6	2	1	0	9;10;21	1	1	1	2	3		4	4	4	0	4	4	2
7	Python	3	1	0	0	3	3;11	0	1	1;3	2;4;8;14;15;21	1	1	1	2	3	4	4	4	5	0	2	2	2
147	Python	1	0	0	2	3	3;6;11	2	0	5	4;5;6;13;18	1	0	5	5	5	5	6	6	6	4	4	4	5
61	Python	2	0	0	4			0	0		4;5;9;10;18;24	1	0	1	2	3	4	2	4	4	0	2	2	2
13	Python	4	1	0	1	3;5	3;6	1	3	3	1;2;5;8;9;10;15;21;24	1	1	1	2	0	5	2	4	5	0	2	1	3
396	Python	0	0	11	4			2	0					1	2	1	1	2	1	1	0	3	3	0
169	Python	4	0	0	0	6	8	2	0	0	0	1	1	2	4	0	4	5	5	5	0	1	3	4
377	Python	2	1	11	0	3;5	3;6;11	2	0	1;2;3	2;5;8;9;10;14;15;24	1	1	1	2	3	4	4	6	5	0	4	4	2
402	Python	2	0	0	0	3;5	3;6	0	1	0	2;9	1	1	1	2	3	4	2	0	0	0	3	4	2
447	Python	3	1	1	0	3	3;6	0	0	0	7;14;15	1	1	1	2	0	5	2	6	5	4	4	4	2
294	Python	0	0	3	4	9		1	3		6;9;10;24	1	1	2	2	3	4	2	4	4	0	4	4	2
139	Python	1	0	10	1	3;4;5;6	3;6;11	1	1	1;2	4;5;6;9;10;15;16;18;19;21;24	1	0											
741	Python	0	0	4	2	3;5	3;6;11	2	0	0	4;9;18	1	1	1	3	0	5	2	4	4	0	4	4	2
351	Python	2	1	2	0	3;5	4	2	1	0	5	1	1	5	1	5	5	6	6	6	4	4	4	5
625	Python	1	1	6	0	3	3;11	1	0	2				1	2									
414	Python	1	1	1	4	9		1	1	0	0	1	1	2	2	3	4	4	4	5	0	3	4	2
243	Python	3	0	1	3	1;2;3	0;11;16	2	3	0	2;5;6;7;10;15;21;24	1	1	1	2	5	5	2	4	5	0	4	4	2
479	Python	1	1	6	3	0;1;2;3;8;9	0;13	0	0	0	12;21	1	1	2	2	3	2	2	1	1	3	3	4	5
239	Python	1	0	6	0	3	3;6;11	2	0	2	2;8;10;15;18;21	1	1	1	2	3	4	4	5	4	0	4	4	2
725	Python	1	0	4	0	3	3;6	2	0	0	5	1	1	1	2	0	1	4	4	5	0	4	4	2
201	Python	0	0	10	4	9		2	1	0	2;5;9;18	1	0	1	2	3	4	4	5	4	0	2	2	2
737	Python	2	1	10	0	1;2;3	0;3	1	0	2;4	4;15;21	1	1	1	3	5	5	2	6	5	1	4	4	5
238	Python	2	0	2	4	9		0	0		4;5;6;9;18		1	1	2	3	4	2	4	4	0	4	4	0
9	Python	2	1	13	4	4;6	11	2	3		4;5;9;24	1	1	2	3	5	5	3	6	1	4	4	4	2
213	Python	1	1	0	4	9		2	0	0	0	1	1	1	3	5	5	4	6	6	4	4	4	5
87	Python	4	1	0	4	9	3	1	0	3	2;8;14;21	1	1	1	3	0		3	4	5	0	3	0	5
571	Python	2	0	15	0	3	3;6;11	1	0	1;3	2;4;5;8;9;10;12;14;15;16;18;21;24	1	0	1	2	3	4	4	5	5	0	2	3	2
118	Python	0	1	8	2	3;5;6;8	12	2	1	0		1	1	1	5	5	5	2	6	6	4	4	4	5
29	Python	2	0	1	4	9		2	1	0	2;4;5;6;16;18;21;24	1	0	1	2	3	4	4	6	5	4	4	4	4
682	Python	3	0	0	4	9		2	0	5	2;4;15	1	1	1	3	0	4	4	4	6	0	4	4	3
336	Python	2	1	0	3	0;1	4;11	2	3	0	0	1	1	2	4	1	4	5	5	4	0	2	1	4
430	Python	0	1	8	2	3	15	3	1	0	0	1	1	5	2	0	5	2	6	4	0	4	4	5
132	Python	1	1	5	0	3	7;10	2	0	0	0	1	1	0	3	2	3	5	6	6	4	1	4	5
776	Python	1	1	4	3	3	3;6;11	2	1	0	9	1	0	1	2	3	4	2	0	1	0	4	4	2
555	Python	1	1	8	2	3	8;15	2	1	0		1	1	2	3	5	3	0	6	5	4	4	3	5
856	Python	1	1	4	3	1;2;3	0;2	2	3	0	0	1	1	2	5	5	5	2	6	6	4	4		5
647	Python	2	0	0	4	5;9	3;6	2	1	0	2	1	1	1	2	5	5	2	6	6	4	4	4	5
495	Python	3	1	9	0	3	3;6	0	1	1	9;10;21	1	1	1	3	0	1	2	4	5		3	3	2
75	Python	4	0	4	0	4	3;6;11	0	0	3	4;5;9;10	1	1	1	2	3	4	2	4	5	4	4	4	5
293	Python	2	0	11	0	3	3;6	1	0	1	5;18;24	1	1	1	3	3	4	2	4	5	0	4	1	2
873	Python	1	1	2	3	5	3;6	2	0	0	9	1	1	1	2	3	4	6	6	1	4	4	4	2
199	Python	4	1	0	0	3;5	3;6	1	1	0	2	1	1	5	3	5	5	2	6	6	4	4	4	5
263	Python	1	0	14	0	3	3;6;11	1	0	0	4;5;15;18;24	1	1	1	2	3	4	0	4	4	0	4	4	2
215	Python	1	1	3	1	3	3;6	2	1	0	5	1	1	1	2	3	4	4	1	1	0	2	4	2
296	Python	3	0	15	3	1;2;3;5;8	13	2	1	0	0	1	1	2	4	5	5	1	6	6	3	1	4	5
687	Python	0	1	0	2	3	15	2	0	0	0	1	1	5	5	5	5	6	6	6	4	4	4	5
190	Python	1	1	0	1	1;2;3		2	1	0	0	1	1	5	0	0	2	2	6	6	4	4	4	5
1	Python	3	1	0	4	9		1	0	0	7;24	1	1	1	2	3	4	2	2	3	0	2	1	2
417	Python	2	1	0	4	9		2	1	0	0	1	1	1	5	5	5	4	4	5	4	4	4	5
288	Python	3	0	15	0	3	3;6;11	0	0	3	4;8;15	1	1	2	3	0	1	0	0	1	0	1	1	2
862	Python	1	0	0	4	7	3;6	2	3	5	4;5;8;9;10;12;18	1	1	3	2	3	4	2	0	1	0	2	4	4
179	Python	3	1	4	3	3	3;6	1	2	0	8;15	1	1	1	2	0	1	4	6	5	0	4	4	2
736	Python	3	1	10	0	2	0	0	1	1;2	21	1	1	2	2	3	2	2	5	4	0	3	1	2
609	Python	1	0	9	0	3;5	3;6	2	0	1	21	1	1	1	2	0	5	2	3	3	0	4	4	5
198	Python	0	1	8	2	3	12	2	1	0	0	1	1	5	5	5	5	6	6	6	4	4	4	5
875	Python	2	0	2	1	3	3;6;11	1	0	2	9;10;15	1	1	1	2	0	0	2	3	5	0	2	1	2
233	Python	1	1	2	0	3	3;6	1	0	0	9;15;18	1	1	2	2	1	0	2	4	1	0	4	4	3
528	Python	1	1	2	1	3;5	3;6	0	1	1	20;21	1	1	1	3	0	1	4	6	6	4	4	4	5
491	Python	1	1	0	0	2;3;5	3;6;11	0	0	3	9;10;18;21	1	1	1	2	3	4	4	4	5	0	3	0	2
345	Python	1	1	0	2	3;5	4;15	2	3	0	0	1	1	5	5	5	5	6	6	6	4	4	4	5
812	Python	3	1	1	0	3	3;6;11	2	1	3	2;10;14;15	1	1	1	2	3	4	4	5	5	0	2	4	2
21	Python	4	0	1	0	2;3;8	13	1	0	0	2;4;5;9;15	1	1	1	2	3	4	4	6	5	0	2	4	3
427	Python	0	1	0	2	3;5	3;6	1	3	0	9;21	1	1	1	2	0	5	4	3	3	0	3	4	3
271	Python	2	1	15	0	3	3;6	2	0	0	5	1	1	0	2	5	5	2	6	6	4	4	4	5
475	Python	1	1	0	1	3	2	1	1	0	9	1	1	1	2	3	4	2	4	5	0	3	4	2
300	Python	3	0	8	0	2	0	0	1	1;2	2;21	1	1	1	3	5	5	2	3	6	4	4	4	5
645	Python	1	1	17	1	2;3;5	4	2	1	0	21	1	1	1	5	5	5	2	6	6	4	4	4	5
926	Python	1	1	8	1	4	3;5;6;11	1	0	0	4	1	1	2	2	0	0	4	4	5	0	4	4	2
298	Python	3	0	4	0	3	3;6	2	1	0	2;5	1	1	1	2	0	1	2		4	0	3	1	2
845	Python	2	1	2	0	3	3	1	0	0	2	1	1	1	3	5	5	6	6	6	4	4	4	5
230	Python	2	1	15	4	6	11	1	0	3;4	2;4;5;6;9;10;18;21;24	0	0	5	5	5	5	6	6	6	4	4	4	5
751	Python	3	1	0	0	3	12	0	1	0	21	1	1	2	3	5	5	4	4	6	4	4	4	2
103	Python	2	1	2	3	4;6;7	11	2	3	0	4;5;9;24	1	1	2	2	3	4	4	6	3	4	4	4	5
204	Python	2	1	4	3	3;5	3;5	2	1	0	9	1	1	2	2	0	5	2	6	1	0	4	4	2
137	Python	4	1	19	0	2	11	0	0	1;2	1;7;12;15;18;21	1	0	1	2	0	0	0	4	4	0	3	4	2
93	Python	1	0	4	0	2;3	3;11	0	0	1;3;4	9;21;24	1	1	1	2	3	4	4	2	2	4	4	4	2
74	Python	2	0	0	0	2;3	0;3	1	1	3;4	5;9;10;12	1	1	5	2	5	5	6	6	6	4	4	4	5
850	Python	0	1	8	2	3	15	2	3	0	0	1	1	0	5	5	5	0	6	6	4	4	4	5
260	Python	1	1	5	2	3	2;15	2	1	5	5;9;10	1	1	5	3	5	5	3	6	3	4	3	1	5
508	Python	2	1	2	0	3	3;6;11	2	0	3	5;9;18;21	1	0	1	2	3	4	4	5	4	0	4	4	2
32	Python	1	0	0	0	3;5	5;11	1	1	1;4	2;4;9;18	1	0	2	2	3	4	4	0	0	0	4	0	2
826	Python	2	1	0	0	3;5	4	2	0	0	21	1	1	2	5	5	5	4	6	6	4	4	4	5
897	Python	2	1	4	1	3;4	2;4	1	1	0	5;10;21	1	1	5	1	5	5	0	6	6	4	4	4	5
538	Python	3	2	0	0	3;5	11	1	1	1;3;4	2;3;5;7;8;9;12;15;16;17;19;20;21	1	1	4	2	3	4	4	4	5	0	4	4	3
817	Python	0	1	0	2	1;2;3	1	1	1	0	12;21	1	1	2	4	5	5	4	4	5	0	2	1	5
109	Python	2	1	0	4		14	2	1	0	2;4	1	1	2	2	0	5	2	0	6	3	4	4	5
539	Python	2	0	1	0	3	3;6;11	2	1	1	21	1	1	1	2	5	5	2	6	6	4	4	4	5
767	Python	2	0	0	0	2;3	12	2	0	0	2	1	1	2	2	5	5	5	6	6	4	4	4	5
794	Python	1	1	5	1	3;5;6	5	1	0	0		1	1	2	2	0	1	4	5	5	2	4	4	2
511	Python	4	0	15	0	6;9	0;11	0	1	1	4;5;9;10;15;24	1	1	1	2	3	4	2	4	4	0	3	2	2
854	Python	2	1	15	0	3	3;11	0	0	3	9;21	1	1	2	2	3	4	2	6	1	4	4	4	5
316	Python	2	1	0	0	3	1;8;10	2	1	0	0	1	1	0	5	5	5	6	6	6	4	2	4	5
248	Python	1	0	15	0	3	3;6;11	0	1	1;2	12;20;21;24	1	1	2	3	5	5	2	0				4	5
703	Python	3	0	0	0	3	7;9	1	1	1;3	2;4;20;21	1	1	1	2	3	4	4	3	4	0	2	0	2
864	Python	3	0	0	0	3	3;6;11	2	3	3	2;9;15;18;19;21;24	1	0	1	2	3	4	4	4	5	0	2	2	2
251	Python	2	0	12	4	9		1	1	5	9;18	1	0	2	2	3	4	2	4	5	4	3	2	2
408	Python	2	1	15	3	5;6;7	3;11	2	1	0	4;9	1	1	1	2	3	4	2	4	4	0	4	4	3
5	Python	3	1	11	4	9		2	3	5	2;4;5;24	1	1	2	3	5	5	2	1	6	0	4	4	5
578	Python	1	0	4	1	3;5	3;6;11	1	1	2	4;5;9;10;14;16;17;18;21	1	1	1	2	3	4	4	4	5	0	4	2	2
506	Python	1	1	0	3	3;4;5;6;7;9	3;6	0	2	0	9	1	1	1	2	1	5	0	6	6	4	4	4	5
330	Python	2	0	0	0	3	3;6	1	1	1	2;5;14;15;21	1	1	2	2	0	1	4	4	5	0	1	4	3
291	Python	2	0	2	0	3	3;6	2	3	0	0	1	1	2	2	0	5	2	5	5	0	4	4	2
607	Python	2	1	0	0	3	3;11	1	3	3	2;9;15;18;21	1	1	1	2	3	4	2	4	5	0	4	0	2
745	Python	3	1	4	1	3	3;11	1	0	1;3	2;4;8;9;10;15;16;19;21;22	1	1	1	2	3	4	4	4	5	0	4	2	2
718	Python	1	1	9	3	1;2;3;5	0;7;9	2	0	0	0	1	1	2	3	3	2	3	4	5	0	0	1	2
798	Python	2	1	0	0	3;5	4	2	0	1	2;24	1	1	1	2	0	5	4	3	5	0	4	4	2
80	Python	1	0	5	0	8	11	2	1	0	5;21	1	1	2	2	3	4	2	3	3	1	2	3	4
84	Python	0	1	8	2	3	8;15	2	1	0	0	1	1	0	5	5	5	6	6	6	4	4	4	5
212	Python	2	0	2	4	9		2	1		4;5;16;18;19	1	0	1	2	3	4	2	4	5	0	3	2	3
934	Python	4	0	3	0	3	3;6	2	1	3	2;5;6;9;10;13;14;15;18;21;24	1	1	1	2	2	4	2	4	4	0	3	4	3
781	Python	2	1	11	0	3;5	4;11	2	1	0	1;5;6;9;10;18	1	0	2	2	3	4	4	4	5	0	4	1	3
141	Python	1	0	15	1	3	3;6;11	1	1	1;2	14;18;21	1	0	1	2	3	4	3	6	1	4	2	4	2
286	Python	2	0	5	0	2;3	12	2	1	0	2	1	1	2	1	0	5	4	4	5		3	1	5
33	Python	4	1	0	0	3	5	2	1	0	0		1	4	5	5	5	2	6	6	4	4	4	5
209	Python	1	0	9	0	3	3;11;16	2	0	3	9;10;24	1	1	4	2	0	4	2	4	5	0	3	4	2
195	Python	2	0	0	0	3	3;6;11	0	0	3	2;5;9;21	1	1	2	2	3	4	4	4	5	0	4	4	2
388	Python	3	0	5	4	9		2	1	5	2;5;9;13;24	1	1	1	2	0	0	2	4	5	0	2	1	2
833	Python	3	0	1	0	3	3;6;11	0	0	3	2;9;15	1	1	1	2	0	1	2	5	1	0	3	4	4
634	Python	1	1	1	0	3	3;6	0	1	0		1	1	2	2	5	5	4	6	5	4	4	4	2
450	Python	1	1	2	1	3	3;6	2	0	0	21	1	1	1	3	0	4	2	5	6	3	1	3	5
865	Python	3	0	0	0	2	0;11;12	2	1	2	2;18;21	1	0	1	2	0	5	4	4	3	0	2	2	2
387	Python	2	1	15	1	3	2	0	0	0	0	1	1	3	3	5	5	2	6	6	0	4	4	2
223	Python	4	1	17	0	1;2;3	1;11	1	1	1;2	21	1	1	5	4	5	5	6	6	6	4	4	4	5
709	Python	1	1	15	2	1;2;3	0;1	2	3	0;1	18	1	1	2	3	3	4	2	4	4	0	4	1	2
505	Python	4	1	0	0	3;5	3;6	2	0	2	2;14;15	1	0	1	2	3	4	2	4	5	0	2	2	2
197	Python	1	1	0	1	3;5;8	4	1	1	0	0	1	1	5	5		5	6	6	6	4	4	4	5
762	Python	2	1	3	0	4	10;11	2	1	0	0	1	1	0	5	5	5	6	6	6	4	4	4	4
646	Python	3	0	4	4	9	11	0	3	5	4;5;6;9;10;16;18;24	1	0	4	2	3	4	2	4	5	4	4	3	2
734	Python	2	1	1	0	3;5	3;6;11	2	0	0	15	1	1	1	2	0	5	4	0	1	0	4	4	2
490	Python	3	1	2	0	3	3;6	2	0	1	2;8;14;15	1	1	1	2	5	5	1	6	6	4	2	4	5
517	Python	2	0	0	0	7	11	0	0	3;4	2;4;5;8;9;10;15;16;18;19	1	0	5	5	5	5	6	6	6	4	4	4	5
460	Python	4	0	15	0	1;2;3	0;7	2	0	2	21	1	1	2	3	5	5			6	4	4	4	5
250	Python	3	0	4	0	3	3;11	2	0	1;2	5;9;10;15;24	1	1	4	2	3	4	2	4	5	0	4	4	4
264	Python	0	1	10	2	1;2;3;4;5	0;3;6	2	0	0	0	1	1	2	3	0	1	4	4	3	0	1	4	2
717	Python	1	1	0	0	3	3;6	1	1	1	9	1	1	5	0	5	5	6	6	6	4	4	4	5
568	Python	1	1	7	1	3	1	2	0	0	0	1	1	0	3	5	5	6	6	6	4	4	4	5
66	Python	1	0	2	1	3	5;11;12	2	0	3	9	1	1	2	3	5	5	0	6	1	4	1	4	5
332	Python	1	1	4	1	2;3;4;5	4	1	0	0	19;21	1	1	5	3	5	5	6	6	6	4	4	4	5
110	Python	4	1	0	0	3	3;6	2	3	2	2;14;15;18	1	1	1	2	0	5	4	4	5	0	2	4	5
26	Python	1	0	0	4	9		2	0		1;2;3;4;5;6;9;10;12;13;14;15;17;18;24	1	0	1	2	0	4	2	4	5	0	2	0	2
543	Python	3	1	2	0	3	3;6;11	2	0	2	2;4;14;15	1	1	1	2	0	3	4	1	1	0	4	4	2
466	Python	1	0	0	4	9		2	1	0	2;9	1	1		2	5	5	2						
669	Python	4	1	17	0	4	3;11	0	2	3	2;7;10;24	1	1	2	3	0	1	2	4	5	0	1	3	2
904	Python	4	1	1	0	3	3;6	2	1	3	2;14	1	1	1	3	0	1	4	6	0	4	3	4	2
497	Python	1	1	14	0	3;5	4	2	3	0	0	1	1	5	5	5	5	2	6	6	0	4	4	5
207	Python	3	0	0	3	4	3;11	2	3	3	2;4;5;6;7;8;9;10;13;15;16	1	1	1	2	3	4	2	0	1	0	3	0	2
799	Python	1	1	0	1	2;3;5	4	0	0	0	9;19;20;21	1	1	1	2	0	5	2	6	6	4	4	4	5
896	Python	3	0	0	4	9		2	2		5;9	1	0	3	3	4	3	4	4	3	2	2	2	1
827	Python	2	0	1	0	2	0;11	1	0	1	12;18;21;24	1	0	1	2	0	1	4	2	6	4	3	1	5
574	Python	2	0	0	1	5	3;6;11	0	3	3	10;15;18;21;24	1	1	1	2	0	5	4	0	1	0	3	3	2
930	Python	2	1	9	0	3	3;6	0	0	0	21	1	1	0	0	5	5	2	6	6	3	4	4	5
795	Python	3	1	9	0	3	3;6	0	2	0	2;4;9;14;15;20	0	1	1	3	5	5	2	6	6	4	4	4	5
433	Python	2	1	1	0	1;2	0;4;12	2	0	0	0	1	1	5	5	5	5	6	6	6	4	4	4	5
579	Python	2	1	0	0	4	11	2	1	5	8;9;10;15;24	1	1	1	3	0	4	4	0	1	0	4	2	2
310	Python	1	1	0	1	3;5	3;6	1	1	0	9	1	1	1	3	5	5	4	6	6	4	4	4	5
267	Python	0	1	8	2	3	8;15	2	3		0	1	1	2	3	5	3	2	0	0	4	1	4	5
452	Python	1	1	0	2	3;4	8;15	2	0	0	0	1	1	5	5	5	5	6	6	6	4	4	4	5
838	Python	2	1	0	2	1;2;3;5	0;5	0	3	0	21	1	1	2	2	5	5	4	4	5	3	4	4	2
70	Python	4	1	17	0	2	3	0	3	3	10;12;21;24	1	1	4	3	0	3	2	3		0	2	1	5
231	Python	1	1	15	4	7;9	11	1	0	1;2	5;10;12;15;18;21	1	1	2	3	3	4	2	1	1	4	4	4	2
766	Python	4	1	3	0	3	3;6;11	2	1	5	2;4;8;15	1	1	1	2	0	5	3	4	5	0	3	1	2
77	Python	4	1	0	0	3	3	0	1	1	2;8	1	1	2	2	0	5	2	4	5	0	2	1	2
307	Python	1	1	14	2	4;6		2	0	0	0	1	1	2	5	5	5	2	6	6	4	4	4	5
818	Python	1	1	1	1	2;3	4	1	1	0	9	1	1	1	3	3	4	4	6	4	4	4	4	3
512	Python	2	0	4	1	4	11	1	3	0;5	5;10;21	1	1	1	2	0	4	4	3	5	0	4	3	2
353	Python	0	1	15	2	3;5	5	2	3	0	0;18	1	1	1	0	0	1	2	5	5	4	4	1	3
509	Python	4	0	4	4	9		2	3	0	0	1	1	2	3	0	5	2	1	0	0	2	4	2
200	Python	3	1	2	0	3	1	2	0	0	0	1	1	2	2	5	5	2	6	6	4	4	4	5
832	Python	2	0	0	4			0	2															
